"license_type","age_group","nationality","gender","licenses_num"
"Registration","20-30","مصر","MALE","1"
"Registration","20-30","مصر","MALE","1"
"Registration","30-40","نيبال","MALE","1"
"Registration","30-40","لبنان","MALE","1"
"Registration","30-40","مالي","MALE","1"
"Registration","40-60","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","20-30","مصر","MALE","1"
"Transfer of Ownership","20-30","مصر","MALE","1"
"Registration","18-20","مصر","MALE","1"
"Registration","20-30","فرنسا","MALE","1"
"Registration","30-40","كازاخستان","MALE","1"
"Registration","40-60","كولومبيا","MALE","1"
"Registration","30-40","كينيا","MALE","1"
"Registration","40-60","لبنان","FEMALE","1"
"Registration","30-40","لبنان","MALE","1"
"Registration","30-40","لبنان","MALE","2"
"Registration","30-40","مصر","MALE","1"
"Registration","40-60","نيجيريا","MALE","1"
"Registration","20-30","سوريا","MALE","1"
"Registration","30-40","سيريلانكا","FEMALE","1"
"Registration","30-40","سيريلانكا","MALE","1"
"Registration","30-40","فرنسا","MALE","1"
"Registration","30-40","فرنسا","MALE","1"
"Registration","30-40","فرنسا","MALE","1"
"Registration","30-40","فلسطين","MALE","1"
"Registration","30-40","كندا","MALE","1"
"Registration","30-40","لبنان","MALE","1"
"Registration","30-40","مصر","FEMALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","40-60","نيوزيلندا","MALE","1"
"Registration","40-60","تايلند","FEMALE","1"
"Registration","30-40","تركمانستان","FEMALE","1"
"Registration","30-40","روسيا","FEMALE","1"
"Transfer of Ownership","30-40","روسيا","MALE","1"
"Registration","30-40","روسيا","MALE","1"
"Registration","30-40","روسيا","MALE","1"
"Registration","20-30","رومانيا","FEMALE","1"
"Registration","40-60","سوريا","MALE","1"
"Registration","20-30","سوريا","MALE","2"
"Registration","40-60","سيريلانكا","MALE","1"
"Registration","20-30","سيريلانكا","MALE","2"
"Registration","20-30","سيريلانكا","MALE","1"
"Registration","30-40","قطر","MALE","1"
"Registration","40-60","كندا","MALE","1"
"Registration","30-40","لبنان","MALE","1"
"Registration","30-40","لبنان","MALE","1"
"Registration","20-30","لبنان","MALE","1"
"Registration","20-30","لبنان","MALE","1"
"Registration","40-60","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","40-60","فنزويلا","MALE","1"
"Registration","40-60","فنلندا","FEMALE","1"
"Registration","20-30","فيتنام","FEMALE","1"
"Registration","20-30","فيتنام","FEMALE","1"
"Registration","40-60","كازاخستان","MALE","1"
"Registration","40-60","كمبوديا","MALE","2"
"Registration","30-40","كندا","FEMALE","1"
"Registration","40-60","كندا","MALE","1"
"Registration","30-40","لاتيفيا","MALE","1"
"Registration","30-40","لبنان","MALE","1"
"Registration","20-30","لبنان","MALE","1"
"Registration","20-30","مصر","FEMALE","1"
"Registration","40-60","مصر","MALE","1"
"Registration","40-60","مصر","MALE","1"
"Registration","40-60","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Transfer of Ownership","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","2"
"Registration","30-40","رومانيا","FEMALE","1"
"Registration","40-60","قطر","MALE","1"
"Registration","30-40","كازاخستان","MALE","1"
"Registration","30-40","كازاخستان","MALE","1"
"Registration","60+","كندا","MALE","2"
"Registration","30-40","كندا","MALE","1"
"Registration","20-30","لبنان","FEMALE","1"
"Registration","30-40","لبنان","MALE","1"
"Update Info","20-30","لبنان","MALE","1"
"Registration","20-30","لبنان","MALE","1"
"Registration","40-60","ليبيا","MALE","2"
"Registration","40-60","مصر","FEMALE","1"
"Registration","40-60","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","2"
"Registration","30-40","مصر","MALE","1"
"Registration","20-30","مصر","MALE","1"
"Registration","40-60","مملكة البحرين","FEMALE","1"
"Registration","30-40","روسيا","FEMALE","1"
"Registration","30-40","روسيا","MALE","1"
"Registration","30-40","روسيا","MALE","1"
"Registration","40-60","سانت كيتس ونيفيس","MALE","1"
"Registration","20-30","سانت كيتس ونيفيس","MALE","1"
"Transfer of Ownership","30-40","سلوفينيا","FEMALE","1"
"Registration","40-60","سوريا","MALE","2"
"Registration","30-40","سوريا","MALE","2"
"Registration","20-30","سوريا","MALE","1"
"Registration","20-30","سوريا","MALE","1"
"Registration","20-30","سيريلانكا","MALE","1"
"Registration","30-40","كوريا الجنوبيه","FEMALE","1"
"Registration","30-40","كينيا","MALE","1"
"Registration","60+","لبنان","FEMALE","1"
"Registration","30-40","لبنان","MALE","1"
"Registration","40-60","ليتوانيا","MALE","1"
"Registration","40-60","مالطا","MALE","1"
"Registration","20-30","مصر","FEMALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","20-30","مصر","MALE","1"
"Registration","30-40","نيجيريا","MALE","1"
"Registration","30-40","نيجيريا","MALE","1"
"Registration","40-60","نيوزيلندا","MALE","1"
"Registration","20-30","باكستان","MALE","1"
"Registration","30-40","بنغلاديش","MALE","2"
"Registration","30-40","بنغلاديش","MALE","1"
"Registration","20-30","بنغلاديش","MALE","2"
"Registration","20-30","تركمانستان","MALE","1"
"Registration","40-60","تركيا","MALE","2"
"Registration","30-40","تونس","FEMALE","1"
"Registration","40-60","جزر القمر","MALE","1"
"Registration","30-40","روسيا","MALE","2"
"Registration","20-30","روسيا البيضاء","FEMALE","1"
"Registration","40-60","سلوفاكيا","MALE","1"
"Registration","40-60","سوريا","MALE","1"
"Registration","40-60","سوريا","MALE","1"
"Registration","20-30","سوريا","MALE","1"
"Registration","40-60","سيريلانكا","MALE","3"
"Registration","20-30","صربيا","FEMALE","1"
"Registration","40-60","كندا","MALE","1"
"Registration","30-40","لبنان","FEMALE","1"
"Registration","40-60","لبنان","MALE","4"
"Registration","30-40","مصر","FEMALE","1"
"Registration","40-60","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","20-30","مصر","MALE","1"
"Registration","20-30","مصر","MALE","1"
"Registration","20-30","مصر","MALE","1"
"Registration","20-30","مصر","MALE","1"
"Registration","18-20","نيوزيلندا","MALE","1"
"Registration","20-30","باكستان","MALE","1"
"Registration","20-30","باكستان","MALE","1"
"Registration","20-30","باكستان","MALE","1"
"Registration","30-40","بروندي","MALE","1"
"Registration","40-60","بنغلاديش","MALE","1"
"Registration","40-60","بنغلاديش","MALE","1"
"Registration","20-30","بنغلاديش","MALE","1"
"Registration","20-30","بنغلاديش","MALE","2"
"Registration","30-40","تركمانستان","FEMALE","1"
"Registration","30-40","تركيا","FEMALE","1"
"Registration","60+","تركيا","MALE","1"
"Registration","20-30","تركيا","MALE","2"
"Registration","30-40","جنوب افريقيا","MALE","2"
"Registration","20-30","روسيا","FEMALE","1"
"Registration","30-40","روسيا","MALE","1"
"Registration","20-30","روسيا","MALE","1"
"Registration","40-60","سوريا","MALE","1"
"Registration","30-40","سوريا","MALE","1"
"Registration","30-40","سوريا","MALE","1"
"Registration","20-30","سوريا","MALE","1"
"Registration","40-60","سويسرا","MALE","1"
"Registration","40-60","سويسرا","MALE","1"
"Registration","30-40","صربيا","FEMALE","1"
"Registration","30-40","فرنسا","FEMALE","1"
"Registration","30-40","فرنسا","MALE","1"
"Registration","40-60","فنلندا","MALE","1"
"Registration","20-30","كازاخستان","MALE","1"
"Registration","30-40","كوريا الجنوبيه","MALE","1"
"Registration","20-30","كوريا الجنوبيه","MALE","1"
"Registration","40-60","لبنان","MALE","2"
"Registration","30-40","لبنان","MALE","1"
"Registration","20-30","لبنان","MALE","1"
"Registration","20-30","مصر","FEMALE","1"
"Registration","30-40","مصر","MALE","2"
"Registration","30-40","مصر","MALE","1"
"Registration","30-40","مصر","MALE","1"
"Registration","40-60","اسبانيا","MALE","2"
"Registration","30-40","افغانستان","MALE","1"
"Registration","30-40","الاردن","MALE","2"
"Registration","30-40","الاردن","MALE","2"
"Registration","30-40","الامارات","FEMALE","2"
"Registration","40-60","الامارات","MALE","2"
"Change Plate Number","30-40","الامارات","MALE","1"
"Registration","30-40","الامارات","MALE","1"
"Registration","20-30","الامارات","MALE","1"
"Registration","20-30","الامارات","MALE","1"
"Registration","40-60","السودان","MALE","1"
"Registration","30-40","السودان","MALE","1"
"Registration","40-60","السويد","MALE","1"
"Registration","20-30","الصين","FEMALE","1"
"Registration","40-60","العراق","MALE","1"
"Registration","40-60","الفلبين","MALE","1"
"Transfer of Ownership","20-30","المغرب","FEMALE","1"
"Registration","30-40","المغرب","MALE","1"
"Registration","40-60","المملكه المتحدة","MALE","1"
"Registration","30-40","المملكه المتحدة","MALE","1"
"Registration","20-30","المملكه المتحدة","MALE","1"
"Registration","18-20","النرويج","MALE","1"
"Change Plate Number","30-40","الهند","FEMALE","1"
"Registration","40-60","الهند","MALE","1"
"Registration","40-60","الهند","MALE","1"
"Registration","40-60","الهند","MALE","1"
"Registration","30-40","الهند","MALE","1"
"Registration","30-40","الهند","MALE","1"
"Registration","30-40","الهند","MALE","1"
"Registration","30-40","الهند","MALE","1"
"Registration","30-40","الهند","MALE","1"
"Registration","30-40","الهند","MALE","1"
"Registration","20-30","الهند","MALE","1"
"Registration","20-30","الهند","MALE","1"
"Registration","40-60","الولايات المتحدة","MALE","1"
"Registration","20-30","الولايات المتحدة","MALE","1"
"Registration","40-60","اوكرانيا","MALE","1"
"Registration","40-60","ايران","MALE","1"
"Registration","40-60","ايران","MALE","2"
"Registration","30-40","ايران","MALE","1"
"Registration","40-60","باكستان","MALE","1"
"Registration","30-40","باكستان","MALE","1"
"Registration","30-40","باكستان","MALE","1"
"Registration","30-40","باكستان","MALE","1"
"Registration","30-40","باكستان","MALE","1"
"Registration","30-40","باكستان","MALE","1"
"Registration","30-40","باكستان","MALE","1"
"Registration","30-40","باكستان","MALE","1"
"Registration","30-40","باكستان","MALE","1"
"Transfer of Ownership","20-30","باكستان","MALE","1"
"Registration","20-30","باكستان","MALE","1"
"Registration","20-30","باكستان","MALE","1"
"Registration","40-60","بنغلاديش","MALE","1"
"Registration","30-40","بنغلاديش","MALE","1"
"Registration","20-30","تركمانستان","MALE","1"
"Registration","40-60","تركيا","MALE","1"
"Registration","20-30","تونس","MALE","1"
"Registration","20-30","جنوب افريقيا","FEMALE","1"
"Registration","20-30","روسيا","FEMALE","1"
"Registration","40-60","روسيا","MALE","1"
"Registration","40-60","روسيا البيضاء","FEMALE","1"
"Registration","30-40","سانت كيتس ونيفيس","MALE","1"
"Registration","30-40","سوريا","FEMALE","1"
"Registration","40-60","سوريا","MALE","2"
"Registration","30-40","سيريلانكا","MALE","1"
"Registration","40-60","كندا","MALE","1"
"Registration","40-60","كندا","MALE","1"
"Registration","30-40","لبنان","MALE","1"
"Registration","20-30","لبنان","MALE","1"
"Registration","30-40","مصر","MALE","2"
"Registration","30-40","مصر","MALE","1"
